ST_CASE,MONTH,DAY,HOUR
40579,8,13,10
40580,8,13,14
40581,8,13,13
40582,8,13,16
40583,8,13,21
40584,8,14,18
40585,8,14,22
40586,8,15,13
40587,8,15,20
40588,8,17,2
40589,8,18,1
40590,8,18,1
40591,8,18,6
40592,8,18,20
40593,8,19,2
40594,8,19,5
40595,8,19,14
40596,8,19,18
40597,8,20,17
40598,8,20,21
40599,8,20,21
40600,8,20,22
40601,8,21,9
40602,8,24,13
40605,8,26,12
40606,8,26,19
40607,8,27,19
40608,8,27,19
40609,8,28,9
40610,8,28,14
40611,8,29,4
40613,8,29,17
40614,8,30,14
40615,8,31,12
40616,8,31,19
40617,8,31,20
40618,9,1,13
40619,9,1,19
40620,9,1,15
40621,9,1,20
40622,9,2,8
40623,9,3,21
40624,9,4,1
40625,9,4,2
40626,9,4,11
40627,9,4,22
40628,9,5,16
40629,9,6,4
40630,9,6,7
40631,9,9,4
40632,9,9,4
40633,9,9,18
40634,9,10,4
40635,9,10,23
40636,6,11,18
40637,9,12,17
40638,9,13,1
40639,9,13,3
40640,9,13,8
40641,9,16,3
40642,9,16,10
40643,9,17,15
40645,9,18,14
40646,9,18,19
40647,9,19,17
40648,9,20,19
40649,9,20,19
40650,9,21,15
40651,9,23,12
40652,9,24,1
40653,9,24,9
40654,9,24,19
40655,9,25,2
40656,9,25,5
40657,9,26,4
40658,9,26,22
40659,9,26,22
40660,9,28,7
40661,10,1,7
40662,10,1,13
40663,10,1,14
40664,10,2,2
40665,10,2,15
40666,10,2,20
40667,10,2,22
40668,10,3,3
40669,10,3,12
40670,10,5,7
40671,10,5,14
40672,10,5,21
40673,10,6,2
40674,10,6,13
40675,10,6,16
40676,10,8,12
40677,10,8,21
40678,10,9,19
40679,10,9,23
40680,10,10,9
40681,10,11,16
40682,10,11,17
40683,10,12,15
40684,10,12,22
40686,10,13,16
40687,10,15,0
40688,10,15,12
40689,10,17,16
40690,10,18,18
40691,10,19,12
40692,10,19,23
40693,10,20,5
40694,10,20,11
40695,10,20,19
40696,10,26,22
40697,10,27,1
40698,10,27,23
40699,10,28,5
40700,10,28,12
40701,10,28,14
40702,10,29,1
40703,10,29,16
40704,10,30,7
40705,10,31,15
40706,10,31,21
40707,10,31,22
40708,10,21,19
40709,10,22,21
40710,10,22,21
40711,10,23,10
40712,10,23,17
40713,10,24,17
40714,3,1,99
40715,3,1,20
40716,3,3,7
40717,3,4,6
40718,3,7,16
40719,3,11,8
40720,3,11,19
40721,3,11,22
40722,3,12,17
40723,3,14,11
40724,3,16,12
40725,3,16,99
40726,3,19,19
40727,3,19,21
40728,3,19,10
40729,3,20,1
40730,3,20,17
40731,3,21,4
40732,3,21,99
40733,3,26,99
40734,3,26,9
40735,3,29,16
40736,3,29,19
40737,3,29,17
40738,3,22,5
40739,4,24,22
40740,3,17,6
40741,3,18,12
40743,4,3,7
40744,4,12,22
40745,5,1,21
40746,5,13,22
40747,5,10,11
40748,5,10,13
40749,5,17,19
40750,5,25,5
40751,5,26,0
40752,5,27,14
40753,5,28,0
40754,10,2,16
40755,10,21,18
40756,10,12,10
40757,10,12,16
40758,10,13,18
40759,10,14,16
40760,10,17,16
40761,10,19,7
40762,10,18,22
40763,10,22,4
40764,10,22,8
40765,10,27,21
40766,11,1,16
40767,11,2,9
40768,11,2,21
40769,11,3,1
40770,11,4,11
40771,11,4,16
40772,11,4,18
40773,11,4,21
40774,11,5,1
40775,11,5,3
40776,11,6,11
40777,11,7,11
40778,11,7,12
40779,11,7,23
40780,11,8,2
40781,11,8,15
40782,11,9,21
40783,11,10,15
40784,11,11,0
40785,11,11,5
40786,11,11,22
40787,11,13,9
40788,11,14,10
40789,11,14,15
40790,11,14,12
40791,11,14,15
40792,11,15,3
40793,12,1,6
40794,12,2,9
40795,12,2,11
40796,12,2,18
40797,12,2,23
40798,12,4,20
40799,12,5,17
40800,12,6,3
40801,12,7,17
40802,12,8,13
40803,12,8,23
40804,12,12,8
40805,12,12,9
40806,12,13,6
40807,12,13,9
40808,12,14,10
40809,12,14,18
40810,12,15,13
40811,12,18,22
40812,12,19,13
40813,12,19,17
40815,12,23,22
40816,12,24,1
40817,12,24,1
40818,12,30,19
40819,11,16,5
40820,11,17,1
40821,11,17,21
40822,11,18,0
40823,11,18,13
40824,11,18,17
40825,11,19,11
40826,11,19,15
40827,11,20,18
40828,11,20,21
40829,11,20,21
40830,11,22,13
40831,11,22,13
40832,11,23,4
40833,11,23,13
40834,11,23,18
40835,11,23,20
40836,11,27,12
40837,11,27,18
40838,11,28,16
40839,11,28,17
40840,4,1,23
40841,4,2,23
40842,4,3,99
40843,4,3,5
40844,4,4,10
40845,4,9,99
40846,4,10,11
40847,4,12,20
40848,4,13,99
40849,4,14,14
40850,4,16,8
40851,4,17,12
40852,4,18,21
40853,4,18,0
40854,4,19,18
40855,4,22,9
40856,4,22,20
40857,4,24,19
40858,4,25,20
40859,4,26,19
40860,4,27,17
40861,4,28,10
40862,4,29,4
40863,4,30,17
40864,5,6,99
40865,5,7,20
40866,5,9,99
40867,5,11,99
40868,5,15,18
40869,5,16,0
40870,5,16,3
40871,5,16,8
40872,5,17,99
40873,5,18,5
40874,5,21,19
40875,5,22,99
40876,5,23,14
40877,5,24,14
40878,5,28,99
40879,5,28,23
40880,5,30,19
40881,5,31,99
40882,5,31,12
40883,5,31,18
40884,6,1,11
40885,6,3,13
40886,6,3,21
40887,6,5,12
40888,6,5,22
40889,6,6,17
40890,6,6,23
40891,6,11,11
40892,6,11,22
40893,6,13,23
40894,6,12,99
40895,6,15,99
40896,6,15,99
40897,6,17,23
40898,6,18,16
40899,6,19,20
40900,6,22,13
40901,6,24,3
40902,6,25,99
40903,6,26,19
40905,6,29,10
40906,6,29,13
40907,6,29,17
40908,6,30,3
40909,6,30,8
40910,7,1,13
40911,7,1,19
40912,7,3,99
40913,7,3,99
40914,7,4,21
40915,7,5,99
40916,7,6,1
40917,7,7,17
40918,7,7,20
40919,7,8,0
40920,7,9,9
40921,7,12,7
40922,7,14,12
40923,7,15,9
40924,7,16,6
40925,7,19,21
40926,7,23,22
40927,7,24,99
40928,7,24,19
40929,7,27,11
40930,7,29,3
40931,7,30,15
40932,7,30,19
40933,7,31,2
40934,8,1,99
40935,8,2,5
40936,8,6,0
40937,8,5,2
40938,8,6,20
40939,8,9,0
40940,8,9,9
40941,8,9,18
40942,8,10,7
40943,8,14,14
40944,8,14,16
40945,8,15,12
40946,8,18,7
40947,8,20,19
40948,8,21,0
40949,8,22,4
40950,8,25,21
40951,8,25,13
40953,8,30,6
40954,8,30,21
40955,8,31,3
40956,8,31,11
40957,9,1,4
40958,9,2,12
40959,9,2,19
40960,9,3,22
40961,9,4,19
40962,9,6,5
40963,9,11,20
40964,9,12,23
40965,9,13,15
40966,9,13,16
40967,9,14,12
40968,9,15,20
40969,9,16,9
40970,9,16,23
40971,9,16,19
40972,9,17,10
40973,9,17,17
40974,9,17,23
40975,9,18,22
40976,9,18,21
40977,9,19,6
40979,9,19,15
40980,9,19,21
40981,9,20,99
40982,9,20,7
40983,9,22,14
40984,9,22,20
40985,9,22,21
40986,9,23,17
40987,11,12,2
40988,9,23,18
40989,9,23,20
40990,9,24,1
40991,9,24,10
40992,9,25,99
40993,9,25,7
40994,9,25,23
40995,9,27,99
40996,9,26,4
40997,9,27,6
40998,9,30,22
40999,9,30,5
41000,9,30,14
41001,10,2,19
41002,10,4,19
41003,10,4,23
41004,10,6,0
41005,10,7,7
41006,10,9,2
41007,10,10,3
41008,10,11,19
41009,10,13,18
41011,10,14,18
41012,10,19,13
41013,10,20,17
41014,10,21,22
41015,10,22,9
41016,10,22,17
41017,10,27,7
41018,10,27,21
41019,10,27,22
41020,10,26,21
41021,10,28,1
41022,10,28,11
41023,10,29,14
41024,10,29,20
41025,10,30,1
41026,10,30,5
41027,10,30,5
41028,10,30,18
41029,10,30,18
41030,3,5,23
41031,5,30,99
41032,6,14,18
41033,7,7,9
41034,7,11,2
41035,7,13,13
41036,7,21,4
41037,7,22,10
41038,8,24,1
41039,8,26,9
41040,8,31,16
41042,9,3,23
41043,10,1,2
41044,10,4,1
41045,10,7,22
41046,10,10,99
41047,10,13,10
41048,10,24,19
41049,10,25,1
41050,11,2,15
41051,11,2,22
41052,11,3,21
41053,11,3,23
41054,11,4,15
41055,11,5,20
41056,11,5,22
41057,11,7,15
41058,11,8,8
41059,11,9,14
41060,11,9,23
41061,11,10,18
41062,11,10,18
41063,11,12,13
41064,11,12,17
41065,11,13,0
41066,11,13,14
41067,11,13,21
41068,11,14,13
41069,11,14,19
41070,11,15,22
41071,11,15,23
41072,11,16,1
41073,11,16,6
41074,11,18,12
41075,11,18,14
41076,11,19,8
41077,11,20,3
41078,11,21,3
41079,11,21,18
41080,11,22,18
41081,11,23,11
41082,11,24,19
41083,11,24,19
41084,11,25,1
41085,11,25,18
41086,11,25,19
41087,11,26,3
41088,11,26,18
41089,11,26,19
41090,11,27,19
41091,11,28,2
41092,11,28,11
41093,11,28,17
41094,11,29,18
41095,11,29,18
41096,11,29,18
41097,12,1,19
41098,12,2,2
41099,12,2,9
41100,12,2,21
41101,12,3,22
41102,12,4,7
41103,12,4,23
41104,12,5,16
41105,12,5,18
41106,12,5,19
41107,12,6,3
41108,12,6,9
41109,12,6,22
41110,12,8,6
41111,12,8,6
41112,12,8,8
41113,12,9,8
41114,12,9,15
41115,12,9,19
41116,12,10,5
41117,12,10,18
41118,12,11,0
41119,12,11,1
41120,12,11,16
41121,12,11,19
41122,12,11,20
41123,12,13,4
41124,12,13,5
41125,12,14,18
41126,12,14,22
41127,12,15,6
41128,12,16,11
41129,12,16,15
41130,12,16,17
41131,12,17,17
41132,12,19,2
41133,12,20,3
41134,12,20,4
41135,12,20,14
41136,12,20,22
41137,12,21,4
41138,12,22,13
41139,12,23,13
41140,12,24,1
41141,12,24,23
41142,12,26,14
41143,12,26,18
41144,12,26,19
41145,12,27,23
41146,12,27,21
41147,12,28,0
41148,12,28,7
41149,12,29,7
41150,12,29,10
41151,12,29,17
41152,7,26,8
41153,8,7,5
41154,11,8,17
41155,11,6,18
41156,11,13,8
41157,11,13,21
41158,11,20,12
41159,10,27,4
41160,10,17,16
41163,12,11,23
41164,12,9,20
41165,10,2,20
41166,11,25,3
41167,8,19,11
41168,10,8,23
41169,10,21,7
41170,10,23,5
41171,11,3,21
41172,11,11,99
41173,11,12,23
41174,11,17,17
41175,11,22,18
41176,11,27,99
41177,12,23,20
41179,10,23,22
41180,10,14,3
41181,11,7,99
41182,11,15,99
41183,11,12,99
41184,11,4,15
41186,12,26,21
41187,10,10,19
41188,10,10,19
41189,10,12,1
41190,10,14,99
41191,10,16,14
41192,10,22,17
41193,10,24,99
41194,10,9,17
41195,12,6,15
41196,3,4,20
41197,12,1,0
41198,12,5,99
41199,12,6,21
41200,12,28,15
41201,12,28,9
41202,12,29,18
41203,12,30,0
41204,12,31,20
41205,7,11,0
41206,12,4,99
41207,11,18,99
41208,3,14,11
41209,8,7,12
41210,12,23,14
41211,12,30,99
41212,12,31,20
41213,9,2,17
41215,9,16,19
41216,9,24,10
41217,10,13,14
41218,10,21,21
41219,10,26,6
41220,10,27,19
50001,1,1,15
50002,1,2,9
50003,1,1,18
50004,1,6,19
50005,1,5,7
50006,1,10,14
50007,1,15,8
50008,1,8,10
50009,1,18,20
50010,1,19,6
50011,1,21,17
50012,1,24,1
50013,1,7,16
50014,1,13,3
50015,1,21,14
50016,1,4,1
50017,1,22,17
50018,1,19,17
50020,1,25,10
50021,1,24,9
50022,1,27,18
50023,1,28,21
50024,1,29,20
50025,1,28,10
50026,1,27,20
50027,1,29,9
50028,1,24,18
50029,2,2,8
50030,1,30,15
50032,2,1,14
50033,2,6,19
50034,2,5,20
50035,2,5,18
50036,1,29,16
50037,2,9,4
50038,1,29,18
50039,1,21,4
50040,2,5,18
50041,2,9,7
50042,2,10,9
50043,1,12,10
50044,1,18,15
50045,2,15,14
50046,1,8,22
50047,2,16,19
50048,2,14,17
50049,2,12,5
50050,2,4,6
50051,2,19,18
50052,2,19,21
50053,2,12,1
50054,2,13,21
50055,2,23,12
50056,2,21,19
50057,2,20,19
50058,2,25,7
50059,2,8,7
50060,2,23,19
50061,2,18,20
50062,2,25,13
50063,1,12,19
50064,2,19,17
50065,3,1,18
50066,3,1,8
50067,3,3,21
50068,2,1,0
50069,2,12,0
50070,2,26,5
50071,3,4,16
50072,3,5,0
50073,1,23,11
50074,2,16,19
50075,2,28,15
50076,3,8,6
50077,3,12,3
50078,3,13,19
50079,1,23,12
50080,3,12,13
50081,3,7,1
50082,3,19,16
50083,2,26,21
50084,2,27,23
50085,3,2,12
50086,3,7,20
50087,3,16,17
50088,3,20,10
50089,3,26,14
50090,2,9,5
50091,3,21,23
50092,3,19,18
50093,2,5,17
50094,3,2,22
50095,3,19,15
50096,3,28,17
50097,3,8,11
50098,3,15,9
50099,3,16,20
50100,3,30,14
50101,4,1,5
50103,3,23,20
50104,3,19,3
50105,3,23,12
50106,3,9,16
50107,3,29,8
50108,4,2,5
50109,4,1,4
50110,4,1,9
50111,3,31,7
50112,4,7,14
50113,4,8,20
50114,4,9,17
50115,4,4,9
50116,4,1,15
50117,2,27,13
50119,4,2,13
50120,4,7,23
50121,4,15,20
50122,4,7,18
50123,4,9,19
50124,4,8,15
50125,4,9,14
50126,4,5,9
50127,4,10,0
50128,4,10,2
50129,4,19,20
50130,3,16,20
50131,2,10,15
50132,4,12,14
50133,4,10,7
50134,4,13,8
50135,4,16,1
50136,4,23,18
50137,4,2,20
50139,4,22,18
50140,4,26,17
50142,4,28,2
50143,4,30,2
50144,4,10,3
50145,3,30,2
50146,4,26,18
50147,3,6,17
50148,5,2,19
50149,5,5,17
50150,5,3,19
50151,4,23,3
50152,4,27,21
50153,5,4,22
50154,4,16,19
50155,4,22,18
50156,4,25,3
50157,4,29,22
50158,5,9,10
50159,4,25,21
50160,5,1,14
50161,5,5,18
50162,5,6,16
50163,4,27,2
50164,5,13,7
50165,5,11,15
50166,4,25,14
50167,5,6,12
50168,5,10,5
50169,5,8,16
50170,5,13,18
50171,5,16,12
50172,5,18,10
50173,5,3,19
50174,5,15,15
50176,5,15,15
50177,5,19,15
50178,5,2,16
50179,5,18,22
50180,5,10,20
50181,5,21,11
50182,5,22,13
50183,4,24,15
50184,5,22,22
50185,5,20,12
50186,5,11,22
50187,5,22,2
50188,5,13,23
50189,5,12,18
50190,5,26,7
50191,5,27,6
50192,6,1,8
50193,6,2,6
50194,6,2,5
50195,5,6,21
50196,5,7,16
50197,6,3,15
50198,5,30,18
50199,6,4,0
50200,5,10,2
50201,5,25,15
50202,5,30,17
50203,5,31,12
50204,5,29,16
50205,5,31,16
50206,6,3,21
50207,6,8,12
50208,5,29,22
50209,6,6,14
50210,5,31,21
50211,5,31,10
50212,5,10,7
50213,6,8,12
50214,6,7,15
50215,6,14,7
50216,6,12,0
50217,6,5,13
50218,6,10,6
50219,6,17,16
50220,6,17,16
50221,6,16,9
50223,6,21,21
50224,6,9,18
50225,5,17,0
50226,6,25,23
50227,6,23,4
50228,6,22,21
50229,6,18,22
50230,5,20,14
50231,5,26,15
50232,5,23,0
50233,6,14,1
50234,6,27,19
50235,6,17,21
50236,6,24,23
50237,6,24,8
50238,6,24,21
50239,6,3,17
50240,6,6,13
50241,6,12,14
50242,6,7,15
50243,7,1,13
50244,6,28,9
50245,7,4,12
50246,7,7,16
50247,6,29,6
50248,7,4,17
50249,5,17,10
50250,5,18,21
50251,6,15,14
50252,7,1,23
50253,7,5,22
50254,7,7,21
50255,7,6,15
50256,7,5,22
50257,6,30,19
50258,7,6,11
50259,6,29,18
50260,7,7,8
50261,7,9,15
50262,7,9,13
50263,7,12,8
50264,6,30,5
50265,7,7,23
50266,7,14,1
50267,7,17,3
50268,7,14,13
50269,6,21,18
50270,7,19,22
50271,7,19,6
50272,7,18,17
50273,7,5,12
50274,7,14,19
50275,7,24,20
50276,7,27,16
50277,7,30,0
50278,7,28,5
50279,7,26,15
50280,7,28,14
50281,7,26,5
50282,7,31,22
50283,7,4,13
50284,7,1,0
50285,8,2,13
50286,7,30,2
50287,7,31,2
50288,7,23,21
50289,8,1,22
50290,8,5,1
50291,8,5,12
50292,7,27,23
50293,7,29,2
50294,8,2,20
50295,6,14,19
50296,7,28,8
50297,7,30,13
50298,8,2,20
50299,6,28,18
50300,8,6,18
50301,8,7,17
50302,8,5,19
50303,8,7,16
50304,8,9,2
50305,7,31,14
50306,8,5,12
50307,8,5,21
50308,8,10,14
50309,8,14,1
50310,6,27,17
50311,6,28,4
50312,8,12,22
50313,8,10,10
50314,8,8,22
50315,8,6,20
50316,8,9,13
50317,8,8,0
50318,8,17,1
50319,6,27,15
50320,7,8,13
50321,7,11,0
50322,7,19,22
50323,8,16,18
50324,8,18,21
50325,8,20,6
50326,8,13,21
50327,8,10,21
50328,8,16,7
50329,8,15,15
50330,8,17,17
50331,7,27,0
50332,8,12,9
50333,8,4,21
50334,8,23,12
50335,8,25,9
50336,8,23,8
50337,8,18,23
50338,8,20,14
50339,7,3,2
50340,7,5,1
50341,8,25,16
50342,8,21,15
50343,8,28,1
50344,8,18,1
50345,8,18,17
50346,8,27,11
50347,8,30,12
50348,8,30,17
50349,8,25,11
50350,9,1,2
50351,8,28,6
50352,8,22,15
50353,8,24,21
50354,8,13,11
50355,8,26,8
50356,8,26,11
50357,8,31,6
50358,9,1,20
50359,8,23,12
50360,8,30,23
50361,8,26,19
50362,9,4,0
50363,7,17,5
50364,9,3,4
50365,9,2,7
50366,8,29,14
50367,9,4,21
50368,8,20,16
50369,7,26,11
50370,8,29,23
50371,9,10,13
50372,8,12,11
50373,8,16,5
50374,9,10,16
50375,9,13,19
50376,8,20,2
50377,9,5,20
50378,9,11,21
50379,9,13,17
50380,9,14,3
50381,8,25,18
50382,9,10,19
50383,9,17,11
50384,9,15,22
50385,9,9,6
50386,9,19,5
50387,9,17,9
50388,9,20,11
50389,9,18,17
50390,7,31,3
50391,9,15,2
50392,9,16,18
50393,9,19,23
50394,9,24,20
50395,9,16,6
50396,9,23,13
50397,9,12,15
50398,9,2,17
50399,9,20,6
50400,9,26,13
50401,9,23,19
50402,7,20,16
50403,10,1,20
50405,10,1,16
50406,9,20,13
50407,10,5,6
50408,8,5,17
50409,10,4,11
50410,10,7,21
50411,6,27,15
50412,10,1,21
50413,10,9,4
50414,9,30,17
50415,10,2,15
50416,10,7,14
50417,8,13,2
50418,9,10,14
50419,10,2,0
50420,10,3,15
50421,8,13,22
50422,10,6,8
50423,9,16,17
50424,10,4,21
50425,10,2,9
50426,10,8,21
50427,10,11,4
50428,10,7,15
50429,10,8,14
50430,10,9,2
50431,9,27,15
50432,10,16,22
50433,8,17,12
50434,9,23,23
50435,10,13,2
50436,9,10,1
50437,10,7,16
50438,10,8,13
50439,10,4,17
50440,8,29,3
50441,10,14,21
50442,10,18,11
50443,10,7,17
50444,10,8,16
50445,10,7,13
50446,10,22,21
50447,10,16,17
50448,10,18,18
50449,10,12,13
50450,10,18,20
50451,8,21,4
50452,9,15,18
50453,10,24,13
50454,8,9,9
50455,8,21,16
50456,10,29,19
50457,8,23,5
50458,10,31,22
50459,8,26,8
50460,10,31,0
50461,10,23,4
50462,9,7,11
50463,11,1,8
50464,11,2,6
50465,8,6,99
50466,11,3,16
50467,11,1,15
50468,11,3,22
50469,11,6,19
50470,10,17,19
50471,10,18,6
50472,10,29,2
50473,11,4,6
50474,11,3,22
50475,11,6,7
50476,11,5,4
50477,11,14,15
50479,9,15,23
50480,10,30,6
50481,11,6,5
50482,11,11,5
50483,11,4,23
50484,11,14,15
50485,11,12,0
50486,9,16,3
50487,11,18,1
50488,11,10,14
50489,11,20,2
50490,11,22,16
50491,10,4,12
50492,9,23,20
50493,11,26,0
50494,11,14,22
50495,11,28,16
50496,11,30,12
50497,11,22,16
50498,11,26,1
50499,12,3,2
50500,9,25,19
50501,11,22,6
50502,10,26,13
50503,11,24,4
50504,12,2,23
50505,12,6,18
50506,12,8,9
50507,11,4,20
50508,12,6,6
50509,12,10,19
50510,9,21,17
50511,10,27,14
50512,12,2,18
50513,11,27,4
50514,12,7,14
50515,10,4,10
50516,11,19,19
50517,12,6,0
50518,12,4,17
50519,10,28,7
50520,12,9,23
50521,12,16,15
50522,12,6,14
50523,12,7,18
50524,12,19,2
50525,12,4,3
50526,12,5,7
50527,11,24,16
50528,12,11,3
50529,12,11,8
50530,11,25,22
50531,12,18,18
50532,12,17,4
50533,12,12,18
50534,12,26,23
50535,10,3,12
50536,10,15,22
50537,10,4,4
50538,11,6,6
50539,11,18,16
50540,12,13,13
50542,12,17,6
50543,12,24,4
50544,12,22,10
50545,12,18,18
50546,9,25,0
50547,10,5,12
50548,12,31,9
50550,12,13,8
50551,12,27,7
50552,12,28,22
50553,12,31,19
50554,10,7,18
50555,11,1,7
50556,10,12,12
50557,10,27,17
50558,12,3,15
50559,10,28,8
50560,12,28,8
50561,10,24,0
50562,10,30,2
50563,11,25,17
50564,11,29,16
50565,12,1,17
50566,12,27,9
50567,12,28,21
50568,10,14,0
50569,12,22,11
50570,11,7,4
50571,12,28,20
50572,12,29,18
50573,11,30,19
50574,10,8,17
50575,12,10,17
50576,12,1,18
50577,11,9,6
50578,11,15,6
50579,12,10,10
50580,12,27,10
50581,12,31,8
50582,11,26,18
50583,11,29,12
50584,12,1,8
50585,12,2,15
50586,8,16,20
50587,12,8,23
50588,12,20,22
50589,12,15,23
50590,9,2,20
50591,12,28,16
50592,9,27,17
50593,12,30,18
50594,10,30,18
50595,9,30,7
60001,1,2,22
60002,1,15,7
60003,1,4,15
60004,1,8,11
60005,1,13,17
60006,1,12,8
60007,1,8,12
60008,1,12,1
60009,1,6,5
60010,1,19,23
60011,1,6,0
60012,1,26,8
60013,1,21,5
60014,1,27,18
60015,2,1,18
60016,1,9,99
60017,1,25,0
60018,1,19,6
60019,1,20,6
60020,1,22,3
60021,1,21,20
60022,2,2,20
60023,1,17,23
60024,1,3,18
60025,1,28,8
60026,1,7,16
60027,1,25,1
60028,2,1,14
60029,1,1,2
60030,2,8,16
60031,1,7,17
60032,1,4,19
60033,1,18,12
60034,1,2,18
60035,1,28,22
60036,1,16,18
60037,2,8,99
60038,1,21,10
60039,2,7,23
60040,1,11,2
60041,2,3,15
60042,2,9,18
60043,1,5,21
60044,1,28,14
60045,1,7,17
60046,1,17,8
60047,1,11,5
60048,2,19,2
60049,1,18,13
60050,1,22,6
60051,2,4,23
60053,1,5,18
60054,2,13,19
60055,1,14,19
60056,2,21,9
60057,2,2,18
60058,1,23,99
60059,1,22,23
60060,1,18,7
60061,2,8,3
60062,1,9,6
60063,1,15,21
60064,1,14,1
60065,2,6,23
60066,1,19,18
60067,1,16,3
60068,2,27,1
60069,1,21,16
60070,1,10,3
60071,1,31,6
60072,2,13,20
60073,3,6,15
60074,3,7,18
60075,2,10,11
60076,2,6,9
60077,2,18,13
60078,1,1,20
60079,2,9,9
60080,2,13,8
60081,2,12,21
60082,3,2,23
60083,3,8,6
60084,2,11,6
60085,1,12,18
60086,1,3,12
60087,1,14,13
60088,1,26,18
60090,2,17,6
60091,2,27,14
60092,2,21,19
60093,1,29,11
60094,3,3,13
60095,2,19,10
60096,1,4,14
60097,1,5,17
60098,3,21,7
60099,1,10,18
60100,2,17,18
60101,2,2,15
60102,1,14,12
60103,1,10,22
60104,2,23,19
60105,3,14,7
60106,2,19,19
60107,1,6,5
60108,2,15,8
60109,3,4,23
60110,3,2,21
60111,3,3,5
60112,2,6,0
60113,1,15,21
60114,1,23,9
60115,2,13,2
60116,1,14,6
60117,2,9,14
60118,1,20,17
60119,3,29,19
60120,1,20,23
60121,2,7,13
60122,1,28,23
60123,3,9,16
60124,3,26,3
60125,2,18,23
60126,2,5,21
60127,2,16,11
60128,2,24,22
60129,1,7,5
60130,1,9,21
60131,3,21,17
60132,3,14,22
60133,1,7,2
60134,1,21,19
60135,2,12,20
60136,1,27,99
60137,2,28,2
60138,2,25,1
60139,3,9,21
60140,3,8,20
60141,3,28,12
60142,3,21,99
60143,1,16,10
60144,2,12,17
60145,3,15,16
60146,3,17,8
60147,2,19,19
60148,3,15,6
60149,4,3,2
60150,1,16,23
60151,1,26,13
60152,2,22,15
60153,1,20,19
60154,2,2,6
60155,2,13,22
60156,2,15,0
60157,1,8,15
60158,1,21,20
60159,3,2,14
60160,2,8,17
60161,2,6,3
60162,2,25,3
60164,2,12,11
60165,3,17,15
60166,2,17,0
60167,2,25,14
60168,3,5,16
60169,4,3,9
60170,2,28,5
60171,2,24,18
60172,2,25,13
60173,3,11,0
60174,3,24,2
60175,4,3,23
60176,3,21,15
60177,3,18,1
60178,3,26,11
60179,2,21,15
60180,1,24,7
60181,3,7,10
60182,1,31,12
60183,3,1,21
60184,2,24,6
60185,1,16,20
60186,1,28,22
60187,1,14,20
60188,4,18,6
60189,2,19,23
60190,2,21,18
60191,3,25,4
60192,1,12,8
60193,4,19,14
60194,3,30,16
60195,2,27,14
60196,1,4,12
60197,3,17,23
60198,3,7,19
60199,3,19,20
60200,1,23,6
60201,2,17,6
60202,2,20,10
60203,3,8,23
60204,3,24,21
60205,4,4,15
60206,3,25,99
60207,1,12,18
60208,4,1,23
60209,3,31,4
60210,3,7,18
60211,4,8,12
60212,4,29,13
60213,3,16,4
60214,2,7,99
60215,3,11,0
60216,2,19,3
60217,2,25,22
60218,4,8,17
60219,2,25,2
60220,1,21,7
60221,3,28,18
60222,3,2,23
60223,4,19,16
60224,2,22,18
60225,3,12,14
60226,3,28,15
60227,2,21,5
60228,2,18,16
60229,3,2,7
60230,2,6,20
60231,4,16,18
60232,4,1,3
60233,1,30,18
60234,4,3,17
60235,4,9,11
60236,3,1,11
60237,5,11,3
60238,3,9,21
60239,1,9,1
60240,2,12,16
60241,4,5,2
60242,4,2,2
60243,3,23,20
60244,2,26,18
60245,1,13,21
60246,4,3,22
60247,4,4,7
60248,2,14,6
60249,3,28,23
60250,3,22,6
60251,2,19,22
60252,3,16,18
60253,4,17,22
60254,4,17,4
60255,3,14,5
60256,3,13,3
60257,2,14,18
60258,4,13,0
60259,3,30,12
60260,4,4,9
60261,1,21,12
60262,1,29,0
60263,4,12,23
60264,2,14,0
60265,1,15,14
60266,5,11,23
60267,1,2,5
60268,1,9,17
60269,1,14,7
60270,5,13,16
60271,5,5,17
60272,2,20,21
60273,2,10,4
60274,5,14,9
60275,5,16,20
60276,4,3,1
60277,3,12,13
60278,4,16,6
60279,3,6,0
60280,4,1,0
60281,4,8,20
60282,2,6,15
60283,3,8,12
60284,3,27,2
60285,2,28,18
60286,3,14,10
60287,5,1,12
60288,3,2,12
60289,5,20,10
60290,2,11,20
60291,1,16,10
60292,1,24,7
60293,1,16,22
60294,2,9,10
60295,2,10,15
60296,2,12,16
60297,1,27,6
60298,2,21,0
60299,2,23,22
60300,1,7,19
60301,1,20,19
60302,3,4,17
60303,3,15,1
60304,2,15,6
60305,1,19,18
60306,1,12,14
60307,4,8,20
60308,3,8,20
60309,3,20,1
60310,2,12,2
60311,4,2,2
60312,3,19,5
60313,4,8,22
60314,2,19,2
60315,3,17,1
60316,3,15,6
60318,4,13,18
60319,5,14,11
60320,4,1,18
60321,2,27,13
60322,4,22,22
60323,4,23,22
60324,4,25,6
60325,1,9,9
60326,2,5,18
60327,3,18,6
60328,1,16,20
60329,2,15,15
60330,3,28,1
60331,3,19,16
60332,4,14,5
60333,3,17,6
60334,4,20,9
60335,1,15,20
60336,3,17,18
60337,5,8,8
60338,5,12,0
60339,3,7,2
60340,3,22,4
60341,1,1,18
60342,1,18,99
60343,2,4,6
60344,2,11,17
60345,3,19,17
60346,2,9,6
60347,1,28,23
60348,2,24,99
60349,1,24,13
